Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy,log_GDP_per_capita,log_Population_mln,log_Adult_mortality
Mozambique,Africa,2011.0,68.8,100.5,375.404,0.89,76.0,64.0,22.0,77.0,76.0,3.5,502.0,24.19,3.7,3.6,3.2,0.0,1.0,53.0,6.218600119691729,3.185939324621936,5.928002779396653
Mozambique,Africa,2012.0,66.4,96.3,368.724,0.97,76.0,64.0,23.0,81.0,76.0,3.5,523.0,24.86,3.6,3.5,3.3,0.0,1.0,53.9,6.259581464064923,3.213260086082565,5.910048396693614
Mozambique,Africa,2013.0,64.7,92.3,356.677,1.0,78.0,64.0,23.0,84.0,78.0,3.5,544.0,25.56,3.6,3.5,3.4,0.0,1.0,54.9,6.298949246855942,3.241028629509334,5.87683061033078
Mozambique,Africa,2014.0,63.0,88.4,344.63,1.08,79.0,64.0,23.0,88.0,79.0,3.5,569.0,26.29,3.6,3.5,3.4,0.0,1.0,56.1,6.343880434126331,3.26918863874179,5.842471377762471
Mozambique,Africa,2015.0,61.3,84.0,332.583,1.22,88.0,64.0,23.0,88.0,80.0,3.5,590.0,27.04,3.6,3.5,3.5,0.0,1.0,57.2,6.380122536899765,3.2973172511747633,5.806889453005158
Myanmar,Asia,2000.0,65.4,89.6,241.4125,0.12,74.0,63.0,21.0,88.0,82.0,0.54,310.0,46.72,13.3,13.7,3.1,0.0,1.0,60.1,5.736572297479192,3.8441723385199715,5.486507088598718
Myanmar,Asia,2001.0,63.8,87.1,237.811,0.12,74.0,63.0,21.0,77.0,73.0,0.54,345.0,47.23,13.3,13.7,3.2,0.0,1.0,60.4,5.84354441703136,3.8550292839080256,5.471476240545968
Myanmar,Asia,2002.0,62.3,84.7,234.2095,0.14,74.0,63.0,22.0,84.0,79.0,0.53,381.0,47.7,13.3,13.7,3.3,0.0,1.0,60.7,5.942799375126701,3.8649313978942956,5.456216013961773
Myanmar,Asia,2003.0,60.7,82.3,231.354,0.61,74.0,63.0,22.0,86.0,78.0,0.5,427.0,48.15,13.3,13.6,3.4,0.0,1.0,61.0,6.056784013228625,3.8743211382441345,5.44394900502416
Myanmar,Asia,2004.0,59.1,79.7,228.498,0.64,74.0,63.0,22.0,92.0,82.0,0.49,481.0,48.56,13.3,13.6,3.5,0.0,1.0,61.3,6.175867270105761,3.8828001467512427,5.431527457560724
Myanmar,Asia,2005.0,57.4,77.2,225.6425,0.63,62.0,62.0,22.0,86.0,73.0,0.47,542.0,48.95,13.2,13.6,3.5,0.0,1.0,61.6,6.295266001439646,3.8907993689765195,5.418951888406213
Myanmar,Asia,2006.0,55.8,74.5,222.7865,0.67,75.0,63.0,22.0,82.0,82.0,0.44,610.0,49.3,13.2,13.5,3.7,0.0,1.0,61.9,6.413458957167357,3.8979240810486444,5.4062139137577265
Myanmar,Asia,2007.0,54.1,71.8,219.9305,0.75,85.0,66.0,22.0,84.0,86.0,0.42,682.0,49.62,13.2,13.5,3.8,0.0,1.0,62.3,6.525029657843462,3.9043939782636548,5.393311587351664
Myanmar,Asia,2008.0,63.4,98.4,216.1595,0.79,85.0,57.0,22.0,85.0,85.0,0.39,753.0,49.93,13.2,13.4,3.9,0.0,1.0,62.7,6.6240652277998935,3.910622024512518,5.376016561107807
Myanmar,Asia,2009.0,50.5,66.3,212.388,0.88,91.0,65.0,22.0,90.0,90.0,0.36,826.0,50.25,13.1,13.4,4.0,0.0,1.0,63.1,6.716594773520978,3.917010546939185,5.358414790596617
Myanmar,Asia,2010.0,48.8,63.7,208.6165,0.97,92.0,75.0,22.0,90.0,90.0,0.34,903.0,50.6,13.1,13.3,4.1,0.0,1.0,63.5,6.805722553416985,3.92395157629342,5.340497638192126
Myanmar,Asia,2011.0,47.0,61.0,204.845,1.09,40.0,80.0,22.0,90.0,84.0,0.32,963.0,50.99,13.0,13.3,4.3,0.0,1.0,64.0,6.870053411798126,3.9316295350670645,5.322253595591507
Myanmar,Asia,2012.0,45.4,58.6,201.0735,1.24,58.0,80.0,22.0,87.0,84.0,0.32,1017.0,51.41,13.0,13.2,4.5,0.0,1.0,64.5,6.92461239604856,3.9398327060674134,5.303670512859286
Myanmar,Asia,2013.0,43.8,56.2,199.4,1.31,75.0,80.0,22.0,76.0,75.0,0.31,1088.0,51.85,12.9,13.2,4.7,0.0,1.0,64.9,6.992096427415888,3.948354934675536,5.295312857527738
Myanmar,Asia,2014.0,42.3,54.1,197.7265,1.36,88.0,82.0,23.0,88.0,88.0,0.29,1168.0,52.28,12.9,13.1,4.8,0.0,1.0,65.4,7.0630481633881725,3.956613888756021,5.2868847626708
Myanmar,Asia,2015.0,41.0,52.2,196.053,1.47,89.0,78.0,23.0,89.0,89.0,0.28,1197.0,52.68,12.8,13.0,4.9,0.0,1.0,65.8,7.087573705557973,3.9642358768750805,5.278385030840084
Namibia,Africa,2000.0,45.0,75.8,446.0665,2.65,83.0,64.0,23.0,80.0,79.0,11.85,3125.0,1.79,15.7,15.9,5.6,0.0,1.0,52.2,8.047189562170502,0.5822156198526637,6.10046804404431
Namibia,Africa,2001.0,44.2,75.3,470.342,2.29,83.0,64.0,23.0,79.0,78.0,11.07,3111.0,1.82,15.2,15.4,5.8,0.0,1.0,51.4,8.042699496897637,0.598836501088704,6.153460089662703
Namibia,Africa,2002.0,43.6,74.7,494.617,1.99,83.0,64.0,23.0,78.0,77.0,10.31,3211.0,1.85,14.7,14.8,5.8,0.0,1.0,50.9,8.074337694089515,0.6151856390902335,6.203783725705697
Namibia,Africa,2003.0,43.3,74.4,495.7265,2.29,83.0,64.0,23.0,82.0,79.0,9.74,3298.0,1.88,14.2,14.3,5.8,0.0,1.0,50.6,8.101071503119543,0.6312717768418578,6.2060243633514895
Namibia,Africa,2004.0,42.7,74.4,496.836,1.89,83.0,64.0,23.0,81.0,81.0,9.29,3647.0,1.91,13.7,13.7,5.9,0.0,1.0,50.6,8.20166019080868,0.6471032420585384,6.208259991762013
Namibia,Africa,2005.0,39.4,70.6,497.9455,1.97,83.0,64.0,23.0,86.0,86.0,8.45,3681.0,1.94,13.1,13.1,6.0,0.0,1.0,50.9,8.210939733379021,0.6626879730752367,6.210490633284901
Namibia,Africa,2006.0,37.3,65.4,499.055,1.87,83.0,64.0,24.0,74.0,86.0,7.81,3875.0,1.97,12.6,12.6,6.0,0.0,1.0,51.6,8.262300941787448,0.6780335427498971,6.212716310118574
Namibia,Africa,2007.0,37.6,60.8,500.1645,1.9,83.0,64.0,24.0,81.0,86.0,7.04,4012.0,2.01,12.0,12.0,6.1,0.0,1.0,52.6,8.297045149081827,0.6981347220709843,6.214937044313559
Namibia,Africa,2008.0,37.5,55.1,470.9335,1.01,83.0,64.0,24.0,83.0,83.0,6.4,4044.0,2.04,11.5,11.4,6.1,0.0,1.0,53.8,8.304989580140361,0.712949807856125,6.154716895088658
Namibia,Africa,2009.0,38.5,51.6,441.7035,1.35,83.0,64.0,24.0,83.0,83.0,6.12,3982.0,2.08,1.9,1.9,6.2,0.0,1.0,55.2,8.289539484624141,0.7323678937132266,6.090638842501356
Namibia,Africa,2010.0,36.8,49.1,412.4735,1.4,83.0,64.0,24.0,83.0,83.0,5.85,4147.0,2.12,1.4,1.4,6.2,0.0,1.0,56.7,8.330140460246382,0.7514160886839212,6.02217196128686
Namibia,Africa,2011.0,36.9,48.9,383.243,1.59,82.0,64.0,24.0,85.0,82.0,5.62,4282.0,2.16,9.9,9.9,6.3,0.0,1.0,58.1,8.362175469149628,0.7701082216960737,5.948669252744937
Namibia,Africa,2012.0,37.9,50.5,354.013,2.37,84.0,64.0,24.0,84.0,84.0,5.38,4421.0,2.19,9.5,9.4,6.4,0.0,1.0,59.4,8.394121193826242,0.7839015438284094,5.869333635623337
Namibia,Africa,2013.0,35.8,49.1,341.1665,2.45,89.0,64.0,24.0,89.0,89.0,4.91,4588.0,2.23,9.0,8.9,6.6,0.0,1.0,60.5,8.431199478249262,0.8020015854720274,5.83237062791333
Namibia,Africa,2014.0,34.0,47.9,328.32,2.59,88.0,64.0,24.0,88.0,88.0,4.5,4782.0,2.27,8.6,8.5,6.7,0.0,1.0,61.4,8.47261414801827,0.8197798314933114,5.79398874254235
Namibia,Africa,2015.0,33.3,47.6,315.473,2.63,92.0,64.0,24.0,92.0,92.0,4.58,4897.0,2.31,8.2,8.1,6.7,0.0,1.0,62.1,8.496378051702317,0.8372475245337022,5.754073099872314
Nepal,Asia,2000.0,58.7,79.1,237.2425,0.08,46.0,65.0,21.0,74.0,74.0,0.17,561.0,23.94,18.5,19.2,2.4,0.0,1.0,62.3,6.329720905522696,3.1755507001298273,5.469082824766967
Nepal,Asia,2001.0,55.8,74.6,229.513,0.09,46.0,65.0,21.0,73.0,72.0,0.17,578.0,24.35,18.3,19.0,2.5,0.0,1.0,62.9,6.359573868672378,3.192531849528599,5.435959672776513
Nepal,Asia,2002.0,53.1,70.4,221.783,0.19,46.0,65.0,21.0,72.0,72.0,0.17,570.0,24.73,18.2,18.8,2.5,0.0,1.0,63.6,6.345636360828596,3.208017081533325,5.40169942635215
Nepal,Asia,2003.0,50.6,66.4,215.7345,0.2,46.0,65.0,21.0,76.0,78.0,0.17,584.0,25.08,18.0,18.6,2.6,0.0,1.0,64.2,6.369900982828227,3.22207071576472,5.374048484972551
Nepal,Asia,2004.0,48.2,62.7,209.685,0.23,27.0,65.0,21.0,80.0,80.0,0.17,603.0,25.42,17.8,18.4,2.7,0.0,1.0,64.7,6.401917196727186,3.2355362657613083,5.3456064045912015
Nepal,Asia,2005.0,45.9,59.4,203.6355,0.22,41.0,65.0,21.0,78.0,75.0,0.17,616.0,25.74,17.6,18.2,2.8,0.0,1.0,65.3,6.423246963533519,3.2480462021679806,5.316331630970293
Nepal,Asia,2006.0,43.8,56.3,197.587,0.19,69.0,65.0,21.0,91.0,89.0,0.17,629.0,26.07,17.4,18.0,2.9,0.0,1.0,65.8,6.444131256700441,3.2607852279454104,5.286178993675861
Nepal,Asia,2007.0,41.9,53.4,191.5375,0.2,82.0,65.0,21.0,82.0,82.0,0.17,643.0,26.38,17.2,17.8,3.0,0.0,1.0,66.3,6.466144724237619,3.2726061472891685,5.255083611904294
Nepal,Asia,2008.0,40.1,50.8,186.7545,0.2,82.0,65.0,22.0,82.0,82.0,0.17,675.0,26.67,17.0,17.6,3.1,0.0,1.0,66.7,6.51471269087253,3.283539338193923,5.229794920108156
Nepal,Asia,2009.0,38.3,48.3,181.972,0.22,89.0,65.0,22.0,93.0,89.0,0.17,700.0,26.88,16.9,17.4,3.2,0.0,1.0,67.2,6.551080335043404,3.2913825156549485,5.203852829087416
Nepal,Asia,2010.0,36.6,45.9,177.189,0.23,82.0,65.0,22.0,83.0,82.0,0.17,730.0,27.01,16.7,17.2,3.3,0.0,1.0,67.6,6.593044534142437,3.2962071678045244,5.177216959494704
Nepal,Asia,2011.0,35.0,43.6,172.406,0.25,92.0,65.0,22.0,92.0,92.0,0.17,754.0,27.04,16.5,16.9,3.3,0.0,1.0,68.0,6.625392368007956,3.2973172511747633,5.149852160408213
Nepal,Asia,2012.0,33.5,41.5,167.6235,0.26,90.0,65.0,22.0,90.0,90.0,0.17,791.0,26.99,16.3,16.7,4.0,0.0,1.0,68.4,6.673297967767654,3.2954664270299134,5.121720393015943
Nepal,Asia,2013.0,32.0,39.4,163.2835,0.28,92.0,65.0,22.0,92.0,92.0,0.17,821.0,26.92,16.1,16.5,4.2,0.0,1.0,68.8,6.710523109452428,3.2928695047765273,5.09548795384265
Nepal,Asia,2014.0,30.5,37.4,158.944,0.24,92.0,65.0,22.0,92.0,92.0,0.17,871.0,26.91,15.9,16.3,4.5,0.0,1.0,69.2,6.769641976852503,3.2924979647388146,5.06855193892494
Nepal,Asia,2015.0,29.2,35.5,154.604,0.24,91.0,65.0,22.0,90.0,91.0,0.17,902.0,27.02,15.7,16.1,4.7,0.0,1.0,69.5,6.804614520062624,3.2965773325320527,5.0408670090398315
Netherlands,European Union,2000.0,5.1,6.2,83.609,10.13,88.0,97.0,25.0,97.0,97.0,0.06,40457.0,15.93,1.1,1.1,10.8,1.0,0.0,78.0,10.607994960666709,2.768204123921957,4.426151169798611
Netherlands,European Union,2001.0,5.0,6.1,81.98,9.82,88.0,97.0,25.0,97.0,97.0,0.06,41087.0,16.05,1.1,1.1,11.0,1.0,0.0,78.2,10.623447048747229,2.775708849576025,4.406475315076191
Netherlands,European Union,2002.0,4.9,5.9,80.574,9.72,88.0,96.0,25.0,97.0,97.0,0.06,40914.0,16.15,1.1,1.0,11.1,1.0,0.0,78.3,10.619227581748708,2.7819200496686656,4.3891760168270935
Netherlands,European Union,2003.0,4.8,5.7,79.8805,9.48,88.0,98.0,25.0,98.0,98.0,0.06,40785.0,16.23,1.1,1.0,11.3,1.0,0.0,78.5,10.616069645734681,2.7868613815264998,4.380531767917108
Netherlands,European Union,2004.0,4.6,5.5,76.488,9.57,88.0,98.0,25.0,98.0,98.0,0.06,41450.0,16.28,1.0,1.0,11.5,1.0,0.0,79.1,10.63224316056344,2.7899373605743945,4.337133865783145
Netherlands,European Union,2005.0,4.4,5.3,72.132,9.5,88.0,93.0,25.0,96.0,96.0,0.06,42202.0,16.32,1.0,1.0,11.6,1.0,0.0,79.3,10.650222892266003,2.792391349535961,4.278497773845025
Netherlands,European Union,2006.0,4.3,5.1,70.055,9.58,88.0,92.0,25.0,96.0,96.0,0.06,43592.0,16.35,1.0,1.0,11.8,1.0,0.0,79.7,10.682628926262934,2.7942278973432626,4.249280647823195
Netherlands,European Union,2007.0,4.1,4.9,67.8925,9.45,88.0,92.0,25.0,97.0,97.0,0.07,45139.0,16.38,1.0,1.0,12.0,1.0,0.0,80.1,10.717501896825297,2.7960610784249234,4.21792557191012
Netherlands,European Union,2008.0,4.0,4.7,67.9805,9.51,88.0,93.0,25.0,97.0,97.0,0.06,45939.0,16.45,1.0,0.9,12.0,1.0,0.0,80.3,10.735069708483318,2.800325477211381,4.2192208993453635
Netherlands,European Union,2009.0,3.8,4.6,65.6915,9.12,88.0,93.0,26.0,97.0,97.0,0.06,44028.0,16.53,1.0,0.9,11.9,1.0,0.0,80.5,10.692581074143282,2.805176911832933,4.1849695411694805
Netherlands,European Union,2010.0,3.7,4.4,64.5455,9.34,88.0,92.0,26.0,97.0,97.0,0.06,44391.0,16.62,1.0,0.9,12.0,1.0,0.0,80.7,10.700792025170644,2.810606789427302,4.167370401462095
Netherlands,European Union,2011.0,3.6,4.3,63.881,8.95,88.0,93.0,26.0,97.0,97.0,0.06,44869.0,16.69,1.0,0.9,12.0,1.0,0.0,81.2,10.711502412115928,2.8148097376737438,4.157021977576194
Netherlands,European Union,2012.0,3.6,4.2,62.859,9.0,88.0,93.0,26.0,97.0,97.0,0.05,44243.0,16.75,1.0,0.9,12.0,1.0,0.0,81.1,10.697452445831992,2.8183982582710754,4.140894122875081
Netherlands,European Union,2013.0,3.5,4.1,60.819,8.59,88.0,92.0,26.0,97.0,97.0,0.05,44055.0,16.8,1.0,0.9,12.1,1.0,0.0,81.3,10.69319413230083,2.8213788864092133,4.107902240154167
Netherlands,European Union,2014.0,3.5,4.1,58.8975,8.38,92.0,93.0,26.0,96.0,96.0,0.04,44522.0,16.87,1.0,0.9,12.1,1.0,0.0,81.7,10.703738728010274,2.825536896557877,4.075798644935002
Netherlands,European Union,2015.0,3.4,4.0,58.0775,8.3,94.0,92.0,26.0,95.0,95.0,0.04,45193.0,16.94,1.0,0.9,12.1,1.0,0.0,81.5,10.718697486570514,2.8296776892239084,4.061778325512983
New Zealand,Oceania,2000.0,6.1,7.4,85.7,8.83,90.0,86.0,27.0,82.0,90.0,0.02,30863.0,3.86,0.3,0.3,11.6,1.0,0.0,78.6,10.33731333441325,1.3506671834767394,4.450852825603734
New Zealand,Oceania,2001.0,5.9,7.2,82.092,8.69,90.0,86.0,27.0,82.0,90.0,0.02,31745.0,3.88,0.3,0.3,11.6,1.0,0.0,78.7,10.36549051160455,1.355835153635182,4.407840569566861
New Zealand,Oceania,2002.0,5.8,7.0,82.496,9.09,89.0,86.0,27.0,84.0,90.0,0.03,32657.0,3.95,0.3,0.3,11.6,1.0,0.0,78.8,10.393814506824773,1.3737155789130306,4.412749807316722
New Zealand,Oceania,2003.0,5.7,6.9,81.649,8.92,89.0,86.0,27.0,86.0,90.0,0.03,33475.0,4.03,0.3,0.3,11.6,1.0,0.0,79.1,10.418554170559373,1.3937663759585917,4.4024295719440465
New Zealand,Oceania,2004.0,5.6,6.7,78.037,9.17,88.0,86.0,27.0,87.0,89.0,0.03,34310.0,4.09,0.3,0.3,11.6,1.0,0.0,79.5,10.443192135852495,1.4085449700547104,4.357183073191299
New Zealand,Oceania,2005.0,5.5,6.6,77.0035,9.32,87.0,86.0,27.0,89.0,89.0,0.03,35052.0,4.13,0.3,0.3,11.7,1.0,0.0,79.9,10.46458795217574,1.4182774069729414,4.343850875366112
New Zealand,Oceania,2006.0,5.4,6.5,74.797,9.36,87.0,86.0,27.0,89.0,89.0,0.03,35625.0,4.18,0.3,0.3,11.7,1.0,0.0,80.0,10.480802917570951,1.430311246536665,4.314777777224254
New Zealand,Oceania,2007.0,5.3,6.4,75.011,9.2,88.0,86.0,27.0,88.0,88.0,0.04,36363.0,4.22,0.3,0.3,11.8,1.0,0.0,80.2,10.501307053138621,1.4398351280479205,4.317634769448473
New Zealand,Oceania,2008.0,5.2,6.3,73.0145,9.48,90.0,86.0,28.0,89.0,89.0,0.04,35655.0,4.26,0.3,0.3,11.8,1.0,0.0,80.4,10.481644668462405,1.449269160281279,4.2906580515610235
New Zealand,Oceania,2009.0,5.2,6.2,71.942,9.24,93.0,86.0,28.0,92.0,92.0,0.04,35252.0,4.3,0.3,0.3,11.9,1.0,0.0,80.7,10.47027754421955,1.4586150226995167,4.2758602388262705
New Zealand,Oceania,2010.0,5.1,6.1,69.92,9.62,90.0,86.0,28.0,93.0,93.0,0.04,35394.0,4.35,0.3,0.3,12.0,1.0,0.0,80.7,10.47429759323113,1.4701758451005926,4.24735173134728
New Zealand,Oceania,2011.0,5.0,6.0,70.233,9.45,95.0,86.0,28.0,95.0,95.0,0.04,35916.0,4.38,0.3,0.3,12.0,1.0,0.0,80.9,10.4889381576407,1.4770487243883548,4.251818286046291
New Zealand,Oceania,2012.0,4.9,5.9,67.5135,9.17,93.0,85.0,28.0,93.0,93.0,0.03,36521.0,4.41,0.3,0.3,12.1,1.0,0.0,81.2,10.505642716590316,1.4838746894587547,4.21232757788115
New Zealand,Oceania,2013.0,4.8,5.8,66.5335,9.12,93.0,86.0,28.0,92.0,92.0,0.03,37219.0,4.44,0.3,0.3,12.1,1.0,0.0,81.4,10.524574662559651,1.4906543764441336,4.1977055802161365
New Zealand,Oceania,2014.0,4.7,5.7,68.0,8.98,93.0,86.0,28.0,93.0,93.0,0.03,38002.0,4.52,0.4,0.3,12.2,1.0,0.0,81.4,10.545394068902477,1.5085119938441398,4.219507705176107
New Zealand,Oceania,2015.0,4.6,5.5,67.0,8.68,92.0,87.0,28.0,92.0,92.0,0.03,38631.0,4.61,0.4,0.3,12.4,1.0,0.0,81.5,10.561810341941893,1.5282278570085572,4.204692619390966
Nicaragua,Central America and Caribbean,2000.0,31.4,38.5,196.9585,3.58,83.0,83.0,26.0,85.0,83.0,0.16,1445.0,5.07,2.2,2.1,5.1,0.0,1.0,69.5,7.275864600546533,1.623340817603092,5.282993046647598
Nicaragua,Central America and Caribbean,2001.0,29.9,36.5,193.7615,3.48,87.0,83.0,26.0,89.0,87.0,0.14,1466.0,5.15,2.2,2.1,5.2,0.0,1.0,69.9,7.290292882446597,1.6389967146756448,5.266628021310737
Nicaragua,Central America and Caribbean,2002.0,28.5,34.6,190.565,3.46,85.0,83.0,26.0,85.0,85.0,0.14,1456.0,5.22,2.2,2.1,5.2,0.0,1.0,70.3,7.283448228756631,1.6524974018945473,5.249993343717848
Nicaragua,Central America and Caribbean,2003.0,27.2,32.9,186.2505,3.72,86.0,83.0,26.0,86.0,86.0,0.13,1472.0,5.29,2.1,2.0,5.3,0.0,1.0,70.6,7.294377299288821,1.665818245870208,5.2270925418198235
Nicaragua,Central America and Caribbean,2004.0,26.0,31.3,181.9365,3.75,79.0,83.0,26.0,80.0,79.0,0.13,1529.0,5.36,2.1,2.0,5.4,0.0,1.0,70.9,7.332369205929062,1.6789639750827108,5.203657725097744
Nicaragua,Central America and Caribbean,2005.0,24.9,29.9,177.622,3.65,86.0,83.0,26.0,87.0,86.0,0.13,1573.0,5.44,2.0,1.9,5.5,0.0,1.0,71.2,7.360739903058278,1.6937790608678513,5.179657696760209
Nicaragua,Central America and Caribbean,2006.0,23.9,28.5,173.308,3.64,88.0,83.0,26.0,88.0,88.0,0.13,1616.0,5.51,2.0,1.9,5.6,0.0,1.0,71.4,7.38770923908104,1.706564623164823,5.155070358379695
Nicaragua,Central America and Caribbean,2007.0,22.9,27.3,168.994,3.77,93.0,83.0,27.0,93.0,93.0,0.13,1675.0,5.59,2.0,1.9,5.7,0.0,1.0,71.7,7.423568444259167,1.7209792871670078,5.129863211334249
Nicaragua,Central America and Caribbean,2008.0,22.0,26.1,166.1845,3.59,97.0,83.0,27.0,97.0,97.0,0.12,1709.0,5.67,1.9,1.8,5.8,0.0,1.0,71.9,7.443663683115591,1.7351891177396608,5.113098616941091
Nicaragua,Central America and Caribbean,2009.0,21.1,24.9,163.375,3.32,98.0,83.0,27.0,99.0,98.0,0.12,1630.0,5.75,1.9,1.8,5.9,0.0,1.0,72.2,7.396335293800808,1.749199854809259,5.096048171944386
Nicaragua,Central America and Caribbean,2010.0,20.3,23.9,160.5665,3.33,98.0,83.0,27.0,99.0,98.0,0.12,1679.0,5.82,1.9,1.8,6.0,0.0,1.0,72.4,7.425953657077541,1.7613002617433464,5.078708186977076
Nicaragua,Central America and Caribbean,2011.0,19.5,22.9,157.757,3.34,98.0,83.0,27.0,99.0,98.0,0.12,1761.0,5.9,1.8,1.8,6.1,0.0,1.0,72.7,7.473637108496206,1.7749523509116738,5.061055874446334
Nicaragua,Central America and Caribbean,2012.0,18.7,22.0,154.948,3.6,98.0,83.0,27.0,99.0,98.0,0.11,1851.0,5.98,1.8,1.7,6.3,0.0,1.0,73.0,7.523481312573497,1.7884205679625405,5.043089576760976
Nicaragua,Central America and Caribbean,2013.0,18.0,21.1,152.7925,3.55,98.0,83.0,27.0,99.0,98.0,0.11,1916.0,6.06,1.8,1.7,6.4,0.0,1.0,73.2,7.557994958530806,1.801709800081223,5.029080791758139
Nicaragua,Central America and Caribbean,2014.0,17.3,20.2,150.6365,3.54,98.0,83.0,27.0,99.0,98.0,0.11,1982.0,6.14,1.8,1.7,6.5,0.0,1.0,73.4,7.591861714889934,1.814824742159051,5.014869649878236
Nicaragua,Central America and Caribbean,2015.0,16.6,19.4,148.4805,3.72,98.0,83.0,27.0,99.0,98.0,0.11,2050.0,6.22,1.8,1.7,6.5,0.0,1.0,73.6,7.6255950721324535,1.827769906751088,5.000453636489117
Niger,Africa,2000.0,97.0,224.9,291.824,0.09,72.0,64.0,21.0,41.0,34.0,0.49,399.0,11.33,12.8,12.9,1.1,0.0,1.0,49.9,5.988961416889864,2.427454075039915,5.676150880821642
Niger,Africa,2001.0,93.7,215.2,290.6955,0.09,72.0,64.0,21.0,42.0,36.0,0.44,413.0,11.75,12.7,12.7,1.1,0.0,1.0,50.6,6.023447592961033,2.463853240590168,5.672276327568855
Niger,Africa,2002.0,90.1,204.5,289.5665,0.09,72.0,64.0,21.0,43.0,39.0,0.38,418.0,12.19,12.5,12.5,1.2,0.0,1.0,51.3,6.035481432524756,2.5006159434931803,5.668384977024905
Niger,Africa,2003.0,86.2,193.1,286.923,0.1,72.0,64.0,21.0,44.0,41.0,0.33,411.0,12.65,12.3,12.2,1.2,0.0,1.0,52.0,6.018593214496234,2.5376572151735295,5.6592138870797735
Niger,Africa,2004.0,82.3,181.5,284.279,0.1,72.0,64.0,21.0,45.0,43.0,0.29,398.0,13.13,12.1,12.0,1.3,0.0,1.0,52.7,5.986452005284438,2.574899688314705,5.649956150293861
Niger,Africa,2005.0,78.5,170.2,281.6355,0.1,72.0,64.0,21.0,46.0,45.0,0.24,411.0,13.62,11.9,11.8,1.3,0.0,1.0,53.4,6.018593214496234,2.611539300721366,5.640613681679229
Niger,Africa,2006.0,74.8,159.3,278.9915,0.1,72.0,64.0,21.0,52.0,51.0,0.22,420.0,14.14,11.6,11.5,1.3,0.0,1.0,54.2,6.040254711277414,2.6490076604684267,5.631181315407448
Niger,Africa,2007.0,71.3,149.0,276.348,0.1,72.0,64.0,21.0,57.0,57.0,0.18,417.0,14.69,11.4,11.3,1.4,0.0,1.0,55.0,6.0330862217988015,2.6871669901857858,5.62166094105388
Niger,Africa,2008.0,67.9,139.3,273.319,0.11,72.0,64.0,21.0,68.0,67.0,0.14,432.0,15.25,11.2,11.0,1.4,0.0,1.0,55.8,6.068425588244111,2.7245795030534206,5.610639611190825
Niger,Africa,2009.0,64.8,130.3,270.291,0.1,71.0,64.0,22.0,71.0,71.0,0.12,424.0,15.84,11.0,1.8,1.4,0.0,1.0,56.6,6.049733455231958,2.7625383863862796,5.599499156390664
Niger,Africa,2010.0,61.9,121.9,267.262,0.11,70.0,64.0,22.0,75.0,70.0,0.08,443.0,16.46,1.7,1.6,1.4,0.0,1.0,57.3,6.093569770045136,2.800933195248924,5.588229450674462
Niger,Africa,2011.0,59.3,114.5,264.2335,0.13,75.0,64.0,22.0,40.0,75.0,0.08,437.0,17.11,1.5,1.3,1.5,0.0,1.0,58.1,6.07993319509559,2.839663087904102,5.576833181930446
Niger,Africa,2012.0,57.0,108.2,261.2055,0.15,71.0,64.0,22.0,71.0,71.0,0.07,464.0,17.8,1.3,1.1,1.6,0.0,1.0,58.8,6.139884552226255,2.8791984572980396,5.565307453842149
Niger,Africa,2013.0,55.0,102.7,257.1655,0.09,67.0,64.0,22.0,62.0,67.0,0.07,470.0,18.5,1.0,9.9,1.7,0.0,1.0,59.5,6.152732694704104,2.917770732084279,5.549719846507836
Niger,Africa,2014.0,53.4,98.0,253.126,0.12,68.0,64.0,22.0,79.0,68.0,0.06,482.0,19.24,9.8,9.6,1.7,0.0,1.0,60.1,6.1779441140506,2.9569914452375605,5.5338873884702835
Niger,Africa,2015.0,51.8,93.8,249.086,0.12,65.0,64.0,22.0,83.0,65.0,0.06,484.0,20.0,9.6,9.4,1.8,0.0,1.0,60.6,6.182084906716632,2.995732273553991,5.517798218360342
Nigeria,Africa,2000.0,109.8,182.9,406.369,11.47,29.0,64.0,22.0,31.0,29.0,1.39,1451.0,122.28,14.3,14.4,5.2,0.0,1.0,46.3,7.280008252884188,4.806313497022634,6.007261613827282
Nigeria,Africa,2001.0,106.8,177.3,408.9835,11.17,29.0,64.0,22.0,36.0,27.0,1.29,1499.0,125.39,14.1,14.1,5.2,0.0,1.0,46.5,7.312553498102598,4.831428880202447,6.0136748129307405
Nigeria,Africa,2002.0,103.8,171.5,411.5985,11.09,29.0,64.0,23.0,40.0,25.0,1.21,1685.0,128.6,13.8,13.8,5.2,0.0,1.0,46.8,7.429520842786462,4.856706811803519,6.020048359638385
Nigeria,Africa,2003.0,100.8,165.9,406.792,11.33,29.0,64.0,23.0,42.0,29.0,1.15,1764.0,131.9,13.5,13.6,5.2,0.0,1.0,47.2,7.475339236566737,4.882044059723269,6.00830199829765
